Thing ID,Date,Category,Sub-category,Name,Author,License
32016,2012-10-07T23:40:48,models,model-furniture,Delving Decor: Medieval Barrels ,dutchmogul,Creative Commons - Attribution
32018,2012-10-07T23:07:43,art,sculptures,Iconic Lion at the Steps of the Art Institute of Chicago ,ArtInstituteChicago,Creative Commons - Attribution - Share Alike
32027,2012-10-08T01:13:21,learning,biology,Clamp Loader Complex ,destroyer2012,Creative Commons - Attribution - Share Alike
32037,2012-10-08T04:16:34,fashion,keychains,Keyed Screwless Heart Gear Keychain Pendant ,latigerlilly,Creative Commons - Attribution - Share Alike
32048,2012-10-22T11:13:33,hobby,robotics,ROFI bipedal robot ,jdow,Creative Commons - Attribution - Non-Commercial
32053,2012-10-21T14:46:10,toys-and-games,puzzles,Hollow impossible heart ,mowi,Attribution - Non-Commercial - Share Alike
32065,2012-10-08T16:28:45,models,props,Eleventh Doctor&#039;s Sonic Screwdriver by TheNewHob,ist,Creative Commons - Attribution - Non-Commercial
32101,2012-10-09T09:05:18,art,math-art, Johnson Polyhedra Duals    ,pmoews,Creative Commons - Attribution
32113,2012-10-09T12:12:59,art,scans-and-replicas,Henry Bowen Anthony Fountain - Female Face 1 ,akaziuna,Attribution - Non-Commercial - Share Alike
32120,2012-10-09T14:20:02,art,math-art,Red Bird ,mathcraft,Creative Commons - Attribution
32124,2012-10-09T14:58:39,learning,biology,Nematocyst ,caseywdunn,Creative Commons - Attribution
32189,2012-10-11T02:13:09,fashion,costume,Low Poly Mask  ,kongorilla,Attribution - Non-Commercial - Share Alike
32225,2012-10-11T20:23:43,models,model-furniture,1:24 Wicker Furniture Set ,PrettySmallThings,Creative Commons - Attribution - Share Alike
32228,2012-10-18T22:56:30,art,sculptures,Head of a horse of Selene ,CosmoWenman,Creative Commons - Attribution
32276,2012-10-12T13:09:35,art,scans-and-replicas,Bust of Paris ,MattMSI,Creative Commons - Attribution - Share Alike
32291,2012-10-12T18:31:13,toys-and-games,,MineCraft Action Figures ,zealous,Creative Commons - Attribution - Share Alike
32338,2012-10-18T22:56:39,art,sculptures,Portrait of Alexander the Great ,CosmoWenman,Creative Commons - Attribution
32349,2012-10-13T17:55:55,toys-and-games,games,WO - YO (YO YO) ,theroar,Creative Commons - Attribution - Share Alike
32355,2012-10-13T19:39:10,fashion,accessories,Bow Tie ,ElectricSlim,Creative Commons - Attribution - Non-Commercial
32413,2012-10-18T22:55:11,art,sculptures,Antikythera Mechanism ,CosmoWenman,Creative Commons - Attribution
32437,2012-10-15T08:20:29,household,decor,Snowflake; a hexagon chain mail ,Ablapo,GNU - GPL
32480,2012-10-15T21:55:56,fashion,costume,Eagle Mask ,ThreeForm,Attribution - Non-Commercial - Share Alike
32510,2012-11-21T22:03:33,hobby,diy,Shack Bot ,MakerBot,Creative Commons - Attribution
32667,2012-10-19T04:22:57,3d-printing,3d-printer-accessories,My version of the LYMAN FILAMENT EXTRUDER ,bottleworks,Creative Commons - Attribution
32739,2012-10-20T04:06:25,models,creatures,Mithran Star Strider ,dutchmogul,Creative Commons - Attribution - Non-Commercial
32773,2012-10-20T19:07:31,models,vehicles,Micro Dumper ,blecheimer,Creative Commons - Attribution - Share Alike
32774,2012-10-20T19:03:08,models,props, 1500 Megawatt Aperture Science Heavy Duty Super-Colliding Super Button Replica (Portal) ,Hyena_Of_Doom,Creative Commons - Attribution - Share Alike
32840,2012-10-21T21:33:56,household,containers,Two Spherical Containers ,pmoews,Creative Commons - Attribution
32845,2012-10-21T22:41:10,toys-and-games,,PaperFly ,clothbot,Creative Commons - Attribution - Share Alike
32881,2012-10-22T13:18:24,household,decor,Dualstruded Jack-O-Lantern! ,IWorkInPixels,Creative Commons - Attribution
32884,2012-10-27T20:45:40,fashion,costume,Alien Antennae ,MakerBot,Creative Commons - Attribution
32903,2012-10-27T20:43:20,art,sculptures,Android Zombie! ,MakerBot,Creative Commons - Attribution
32962,2012-10-27T20:41:09,models,buildings-and-structures,Witch&#039;s Castle ,MakerBot,Creative Commons - Attribution
32967,2012-11-05T18:30:23,art,sculptures,Mitt Romney ,MakerBot,Creative Commons - Attribution
32969,2012-11-05T18:30:43,art,sculptures,Barack Obama ,MakerBot,Creative Commons - Attribution
33034,2012-10-24T10:31:00,hobby,automotive,Lotus Europa Instrument Pod ,LeftAngle,Creative Commons - Attribution - Share Alike
33048,2012-10-24T16:33:32,toys-and-games,playsets,Alphabet Cubes ,JO3RI,Creative Commons - Attribution - Share Alike
33057,2012-10-26T15:13:50,art,scans-and-replicas,George Washington ,fredini,Creative Commons - Attribution - Non-Commercial
33093,2012-10-25T05:45:32,household,containers,MakerBot - the Lunchbox! ,Mr_MegaTronic,Creative Commons - Attribution
33096,2012-10-25T08:47:00,household,kitchen-and-dining,Maths cookie cutter set ,mrbenbritton,Creative Commons - Attribution
33102,2012-10-27T10:03:19,hobby,rc-vehicles,RC plane with brushless motor - ABS plastic and PS Foam hybrib ,northshore,Creative Commons - Attribution - Share Alike
33163,2012-10-26T09:34:52,models,vehicles,Caddyrack ,Mr_MegaTronic,Creative Commons - Attribution
33202,2012-10-26T21:28:13,models,buildings-and-structures,Castle ,dutchmogul,Creative Commons - Attribution - Non-Commercial
33214,2012-10-27T04:36:47,fashion,costume,Darth Vader - Chest plate and Belt ,ajolivette,Creative Commons - Attribution - Share Alike
33218,2012-10-27T10:58:12,fashion,accessories,Gargoyle Pencil Topper ,raldrich,Creative Commons - Attribution - Share Alike
33270,2012-10-31T04:58:04,toys-and-games,mechanical-toys,OpenSCAD Voltron; Defender of the Thingiverse ,MakerBlock,Creative Commons - Attribution
33274,2012-10-28T06:41:31,models,buildings-and-structures,Fort polymer ,cerberus333,Creative Commons - Attribution - Non-Commercial
33296,2012-10-28T18:38:29,hobby,diy,Rool Top Box - round ,gabrielfp,Creative Commons - Attribution
33305,2012-10-28T21:02:49,models,vehicles,Micro Digger ,blecheimer,Creative Commons - Attribution - Non-Commercial
33310,2012-10-28T21:44:51,models,buildings-and-structures,Bodiam Castle ,cerberus333,Creative Commons - Attribution - Non-Commercial
33325,2012-10-30T00:44:51,models,creatures,Brain Slug V2 (clean/simple geometry and flat bottom) ,Zarquon,Attribution - Non-Commercial - Share Alike
33329,2012-10-29T05:48:43,hobby,music,Maker Brass ,hlbrosnihan,Creative Commons - Attribution - Non-Commercial
33357,2012-10-29T17:14:04,tools,,A useful 3D-printed tripod (1/4-20 screw reqd) - UPDATED (July 31; 2014) ,cmceezee,Creative Commons - Attribution - Share Alike
33410,2012-10-30T19:05:15,household,decor,Digital Rose by TheNewHob,ist,Creative Commons - Attribution - Non-Commercial
33424,2012-10-30T22:09:58,toys-and-games,construction-toys,Gothic Window - Lego-compatible 1x6x4 ,Dirk1313,Creative Commons - Attribution - Share Alike
33444,2012-10-31T02:42:25,art,sculptures,Ogre Pez ,tomburtonwood,Creative Commons - Attribution - Share Alike
33445,2012-10-31T03:09:54,models,vehicles,Darth Vader driving Knight Rider&#039;s KITT car while being airlifted by a Nighthawk spy plane ,custom3dstuff,Creative Commons - Attribution
33446,2012-10-31T03:51:52,art,scans-and-replicas,African Mask wall hanging set! ,mikebattaglia,Attribution - Non-Commercial - Share Alike
33473,2012-10-31T12:14:47,models,vehicles,Ferrari 458 Model Kit ,Gromfrog,Creative Commons - Attribution
33477,2012-10-31T14:17:17,gadgets,tablet,Tablet Stand - Halloween Monster Edition ,Ablapo,Creative Commons - Attribution - Share Alike
33487,2012-10-31T15:15:05,household,decor,Lamp ,bogohack,Creative Commons - Attribution
33488,2012-10-31T16:43:17,models,buildings-and-structures,House 7 ,theroar,Creative Commons - Attribution - Share Alike
33507,2012-10-31T21:31:19,models,animals,Megaladon Jaw ,NickRBrewer,Creative Commons - Attribution
33509,2012-10-31T22:19:53,hobby,robotics,Rocket Engine Power ! ,naveod,Creative Commons - Attribution
33511,2012-10-31T22:31:07,hobby,robotics,5 Degree of Freedom Arm ,mechamithrandir,Creative Commons - Attribution
33562,2012-11-04T12:28:07,hobby,sports-and-outdoors,Mino by Jambro ,WeFab,Attribution - Non-Commercial - Share Alike
33621,2012-11-02T16:41:14,toys-and-games,playsets,Quick-Set Domino Tumble Tracks! ,mtdna,Creative Commons - Attribution
33625,2012-11-02T18:23:56,gadgets,mobile-phone,MakerBot Arcade ,mattrohr74,Creative Commons - Attribution - Share Alike
33685,2012-11-03T17:15:53,models,model-robots,Robot ,Sebastiaan,Creative Commons - Attribution - Share Alike
33696,2012-11-03T21:46:58,toys-and-games,mechanical-toys,3-bit Mechanical Punch Card Reader ,chris,Creative Commons - Public Domain Dedication
33732,2012-11-04T06:34:23,hobby,rc-vehicles,Full ABS RC plane with brushless electric motor ,northshore,Creative Commons - Attribution - Share Alike
33765,2012-11-06T00:27:50,fashion,accessories,Zip Top Bag ,PrettySmallThings,Creative Commons - Attribution
33804,2012-11-05T13:52:49,art,sculptures,Knight ,andreas,Attribution - Non-Commercial - Share Alike
33818,2012-11-05T16:57:04,learning,biology,el-cheapo tabletop minifuge ,tinytim,Creative Commons - Attribution - Share Alike
33842,2012-11-06T00:27:32,models,props,Omni Consumer Products dualstrusion logo (and single) ,sirmakesalot,Creative Commons - Attribution
33851,2012-11-06T03:53:43,models,model-robots,Bad-533D; Servitor Convict ,dutchmogul,Attribution - Non-Commercial - Share Alike
33883,2012-11-06T15:10:25,learning,engineering,Sleeve Valve Engine Model ,emmett,Creative Commons - Attribution - Share Alike
33913,2012-11-07T01:41:15,models,buildings-and-structures,Big Ben ,MakeALot,Creative Commons - Attribution - Share Alike
33940,2012-11-07T06:03:46,tools,parts,Universal bottle cap tripod ,Camos,Creative Commons - Attribution - Share Alike
33960,2012-11-07T14:19:41,art,math-art,Witch&#039;s Eye Ornament ,pmoews,Creative Commons - Attribution
33965,2012-11-07T22:14:13,household,containers,Exposed Pots ,MakeALot,Creative Commons - Attribution
33983,2012-11-20T17:31:57,toys-and-games,,Snowman ,MakerBot,Creative Commons - Attribution
33986,2012-11-20T17:30:48,toys-and-games,playsets,Coal ,MakerBot,Creative Commons - Attribution
33988,2012-11-20T17:29:44,toys-and-games,playsets,Presents ,MakerBot,Creative Commons - Attribution
34021,2012-11-08T02:31:16,household,office,Coffee Grinder ,aubenc,Creative Commons - Attribution - Share Alike
34107,2012-11-09T06:47:47,art,sculptures,PEZ Feet Connector (slippers) ,tomburtonwood,Creative Commons - Attribution - Share Alike
34110,2012-11-09T12:18:29,None,None,MakerSenga ,TeamTeamUSA,Creative Commons - Attribution - Share Alike
34194,2012-11-10T05:11:40,toys-and-games,mechanical-toys,Wooden Train Track Support by Mo,Disk,Creative Commons - Attribution - Share Alike
34228,2012-11-10T20:07:16,art,scans-and-replicas,A man bust ,IvanBortolin,Creative Commons - Attribution - Share Alike
34245,2012-11-11T05:43:01,toys-and-games,construction-toys,Fully Compatible Lincoln Log by Mo,Disk,Creative Commons - Attribution - Share Alike
34277,2012-11-11T20:33:40,models,animals,Deer Head detailed ,Takeshi,Creative Commons - Attribution - Share Alike
34295,2012-11-11T22:09:50,toys-and-games,games,Interlocking 3D Carcassonne Tiles ,ravix,Creative Commons - Attribution
34316,2012-11-12T01:59:01,models,buildings-and-structures,Temple of the Cyclops ,Stanos,Creative Commons - Attribution - Share Alike
34337,2012-11-12T07:38:00,fashion,accessories,Snap-Link Watchband ,mfriefeld,Creative Commons - Attribution - Non-Commercial
34348,2012-11-12T14:53:08,art,math-art, Koch Snowflakes      ,pmoews,Creative Commons - Attribution
34390,2012-11-13T01:44:44,models,creatures,Jedel Parghoga; Zyntari Gunslinger ,dutchmogul,Attribution - Non-Commercial - Share Alike
34392,2012-11-13T01:59:15,household,bathroom,Brush Holder ,s_p_e_x,Creative Commons - Attribution - Share Alike
34394,2012-11-13T03:04:12,household,decor,Christmas tree Jamboree 01 ,cerberus333,Creative Commons - Attribution - Non-Commercial
34404,2012-11-13T05:55:14,tools,hand-tools,THWACK ,Mr_MegaTronic,Creative Commons - Attribution
34410,2012-11-13T08:12:05,household,organization,the HobbKnob ,Mr_MegaTronic,Creative Commons - Attribution
34441,2012-11-13T17:01:31,models,buildings-and-structures,Minecraft castle ,kyle59,Creative Commons - Attribution - Share Alike
34516,2012-11-14T18:03:37,household,containers,Trinket boxes ,MakeALot,Creative Commons - Attribution
34608,2012-11-15T16:32:25,None,None,Little Big Planet ,sudarsan1987pro,Creative Commons - Attribution
34670,2012-11-16T07:42:57,household,organization,The Hanger Chain  ,paulhoover,Creative Commons - Attribution - Non-Commercial
34710,2012-11-16T21:30:30,models,food-and-drink,G Feeder ,WillandMrData2,Attribution - Non-Commercial - No Derivatives
34725,2012-11-20T17:27:37,models,vehicles,Car ,MakerBot,Creative Commons - Attribution
34772,2012-11-20T17:24:24,models,vehicles,Helicopter ,MakerBot,Creative Commons - Attribution
34774,2012-11-20T17:23:05,household,decor,Nesting Igloos ,MakerBot,Creative Commons - Attribution
34778,2012-11-17T17:59:46,learning,engineering,Automatic Transmission Model ,emmett,Creative Commons - Attribution - Share Alike
34796,2012-11-17T20:29:03,hobby,robotics,Printed Micro-Hexapod (Plate and code) ,carlosgs,Creative Commons - Attribution - Share Alike
34810,2012-11-18T00:44:46,hobby,sports-and-outdoors,Parametric Ping Pong Ball Holder ,maurerpe,Creative Commons - Attribution - Share Alike
34812,2012-11-18T00:20:19,models,buildings-and-structures,Minecraft Lighthouse ,kyle59,Creative Commons - Attribution - Share Alike
34829,2012-11-18T08:54:47,hobby,robotics,Micro Robot arm (9g Micro Servo) see video ,bentommye,Creative Commons - Attribution
34840,2012-11-18T14:06:17,3d-printing,,Smiley Cube Man  ,FabLabSeoul,Creative Commons - Attribution - Share Alike
34852,2012-11-18T20:44:25,tools,hand-tools,Parametric Magnetic Driver Bit Handle ,JoeyC,Creative Commons - Attribution - Non-Commercial
34903,2012-11-18T23:00:22,household,decor,Geo lamp ,adamrw91,Creative Commons - Attribution - Share Alike
34904,2012-11-20T17:22:08,models,buildings-and-structures,Stonehenge ,MakerBot,Creative Commons - Attribution
34942,2012-11-19T13:31:07,art,math-art, Holed Christmas Ornament    ,pmoews,Creative Commons - Attribution
34965,2012-11-19T18:39:52,models,animals,Cat ,Extrusion3D,Attribution - Non-Commercial - No Derivatives
34999,2012-11-19T22:44:19,art,interactive-art,Low poly vase + projection mapping + motor ,kikko_fr,Creative Commons - Attribution - Share Alike
35012,2012-11-20T01:07:50,toys-and-games,toy-and-game-accessories,Airprop Toycar ,masnada,Creative Commons - Attribution
35104,2012-11-20T19:24:44,toys-and-games,toy-and-game-accessories,OpenRC 1:10 RC Differential ,barspin,Creative Commons - Attribution
35120,2012-11-20T21:30:14,models,props,Lightsaber with internal components mega project! ,sirmakesalot,Creative Commons - Attribution
35167,2012-11-23T22:18:38,household,containers,Tardis with drawers ,MakeALot,Creative Commons - Attribution
35246,2012-11-21T13:33:54,art,math-art,Koch Snowflake Vase 1 ,sphynx,Creative Commons - Attribution - Share Alike
35278,2012-11-21T19:44:00,gadgets,mobile-phone,iPhone Tank Case - Gen 4 and 4s ,jasonwelsh,Creative Commons - Attribution - Share Alike
35287,2012-11-25T14:47:43,art,scans-and-replicas,Escher for Real ,yzorg,Attribution - Non-Commercial - Share Alike
35402,2012-11-23T00:31:24,tools,,Vacuum Former ,jonny,Creative Commons - Attribution - Share Alike
35406,2012-11-23T02:48:48,models,buildings-and-structures,Stone cottage ,cerberus333,Creative Commons - Attribution - Non-Commercial
35425,2012-11-23T09:37:50,models,people,Gree Sitting ,macouno,Creative Commons - Attribution
35437,2012-11-23T13:55:28,art,math-art,Spherical Harmonic Christmas Sphere  ,bkubicek,Attribution - Non-Commercial - Share Alike
35439,2012-11-23T15:31:04,art,math-art,Recursive Snowflakes   ,pmoews,Creative Commons - Attribution
35513,2012-11-23T22:05:01,household,kitchen-and-dining,Egg Tray  ,oski,Creative Commons - Attribution - Share Alike
35532,2012-11-26T10:48:33,art,sculptures,Superlambanana ,Bracken,GNU - GPL
35574,2012-12-03T04:23:54,toys-and-games,construction-toys,Angular Stacking Block Game Pieces ,kencaid,Creative Commons - Attribution - Share Alike
35595,2012-11-24T19:06:00,art,scans-and-replicas,Garden Toad ,SSW,Creative Commons - Attribution
35668,2012-11-25T12:08:52,hobby,rc-vehicles,Treads ,LoialOtter,Creative Commons - Attribution
35682,2012-11-25T16:00:10,gadgets,camera,Tripod 3-axis tilt head ,Smidge204,Creative Commons - Attribution - Share Alike
35759,2012-11-25T23:08:05,hobby,sports-and-outdoors,Dart Rack ,RyanCavanaugh,Creative Commons - Attribution - Share Alike
35782,2012-11-26T04:54:50,learning,biology,70S Ribosome ,destroyer2012,Creative Commons - Attribution - Share Alike
35798,2012-11-26T08:44:08,models,buildings-and-structures,Reims Cathedral Kitset ,m_bergman,Attribution - Non-Commercial - Share Alike
35882,2012-11-27T03:36:34,household,decor,Holiday Gekkoflakes ,CodeCreations,Attribution - Non-Commercial - Share Alike
36013,2012-11-28T11:35:47,toys-and-games,playsets,Lego and Duplo Bumper Car ,satoer,Creative Commons - Attribution
36059,2012-11-28T21:29:34,toys-and-games,puzzles,Programable Cryptex ,richards,Creative Commons - Attribution - Share Alike
36119,2012-11-29T17:26:33,art,math-art,Johnson Compounds as Ornament ,pmoews,Creative Commons - Attribution
36140,2012-11-29T22:41:04,learning,biology,Human Skull (front halve) ,mechadense,Attribution - Non-Commercial - Share Alike
36141,2012-11-29T20:37:13,models,props,Fallout Microfusion Cell Replica ,Hyena_Of_Doom,Creative Commons - Attribution - Share Alike
36180,2012-11-30T12:34:32,None,None,Compound Christmas Ornament ,JMP,Creative Commons - Attribution - Share Alike
36200,2012-11-30T15:42:59,art,,Gunny Sacks ,BenitoSanduchi,Creative Commons - Attribution - Share Alike
36217,2012-12-01T12:40:07,toys-and-games,mechanical-toys,Whirly One (OpenSCAD) ,seedwire,Creative Commons - Attribution - Share Alike
36287,2012-12-01T14:22:41,art,sculptures,Simple Sculpture Construction Kit ,Ablapo,GNU - GPL
36321,2012-12-01T15:24:38,gadgets,audio,Earbud holder ,sneakypoo,Attribution - Non-Commercial - Share Alike
36510,2012-12-02T20:48:06,toys-and-games,,Butterfly Comb (Fun; Functional; Aggressive) ,idolcrasher,Creative Commons - Attribution
36554,2012-12-03T00:48:53,toys-and-games,,Advent Calendar ,pleppik,Creative Commons - Attribution
36598,2012-12-04T01:53:53,toys-and-games,,Double Decker Bus & Chassis (Parametric) ,CodeCreations,Attribution - Non-Commercial - Share Alike
36609,2012-12-03T19:37:59,None,None,Pseudo Stained Glass lamp ,MakeALot,Creative Commons - Attribution
36644,2012-12-03T23:04:11,toys-and-games,,Pacman Ghost; Steampunk Version ,sdraxler,Creative Commons - Attribution - Share Alike
36666,2012-12-04T02:51:25,learning,biology,Human Skull ,JamieLaing,Creative Commons - Attribution - Share Alike
36678,2012-12-04T08:58:04,learning,physics-and-astronomy,Geiger Counter Case ,Stephen,Creative Commons - Attribution - Share Alike
36873,2012-12-06T04:25:42,household,kitchen-and-dining,Turkey Cutter for Jellied Cranberry Sauce ,kencaid,Creative Commons - Attribution - Share Alike
36922,2012-12-07T13:26:34,household,decor,Gyroscopic Snowflake ,roman_hegglin,Creative Commons - Attribution
36958,2012-12-07T00:49:36,toys-and-games,games,Breach Preview ,dutchmogul,Attribution - Non-Commercial - Share Alike
36967,2012-12-07T02:13:27,toys-and-games,toy-and-game-accessories,Santa Sleigh with 8 Reindeer for Lego minifigures ,chefmaki,Creative Commons - Attribution - Share Alike
36980,2012-12-07T07:08:48,household,kitchen-and-dining,measuring cup with handle and spout ,Jerrill,Creative Commons - Attribution - Share Alike
37033,2012-12-07T22:04:46,hobby,music,Piano Sustain Pedal (updated) ,bentommye,Creative Commons - Attribution - Share Alike
37066,2012-12-08T06:57:06,None,None,Wind-Up Engine V1.2 Updated - Fully Printed ,cymon,Creative Commons - Attribution
37084,2012-12-08T12:09:54,toys-and-games,puzzles,Mini Programable Cryptex ,richards,Creative Commons - Attribution - Share Alike
37104,2012-12-08T23:56:38,hobby,robotics,Printable caterpillar track ,carlosgs,Creative Commons - Attribution - Share Alike
37117,2012-12-08T21:47:21,household,decor,Yet More Twisting Kochflake Vases ,BenitoSanduchi,Creative Commons - Attribution - Share Alike
37131,2012-12-08T23:26:32,hobby,rc-vehicles,OpenRC 1:10 Winter fun wheels ,barspin,Creative Commons - Attribution
37147,2012-12-09T07:20:53,gadgets,camera,Hand-made camera lens ,yukiSUZUKI,Creative Commons - Attribution - Share Alike
37327,2012-12-10T14:24:02,household,decor,Double Twisted Vase ,FabLabMaastricht,Attribution - Non-Commercial - Share Alike
37426,2012-12-12T06:03:44,learning,physics-and-astronomy,JP Aerospace PongSat ,kj6epl,GNU - GPL
37454,2012-12-11T10:19:09,models,,3D map of Switzerland ,rincewind,Attribution - Non-Commercial - Share Alike
37478,2012-12-11T16:30:27,gadgets,audio,WatchOut! - DIY-Mini-Synthesizer ,romanjurt,Creative Commons - Attribution
37510,2012-12-12T12:23:58,art,coins-and-badges,Many Coins ,tstrader,Creative Commons - Attribution - Share Alike
37525,2012-12-11T20:32:21,art,2d-art,Blizzard of Unique Snowflakes ,laird,Creative Commons - Attribution - Non-Commercial
37545,2012-12-11T23:43:41,household,decor,Mine creeper lights ,FiremanChris,Creative Commons - Attribution - Share Alike
37612,2012-12-12T19:23:27,gadgets,computer,CheerTree ,raster,Creative Commons - Attribution
37634,2012-12-12T22:23:36,art,math-art,Five turn cubist torus ,hudson,Creative Commons - Attribution
37727,2012-12-13T20:10:05,learning,engineering,Splint for injured finger (research only) ,ianmac43,Creative Commons - Attribution - Share Alike
37745,2012-12-14T17:45:19,toys-and-games,puzzles,Mini Programable Cryptex - Easier Printing ,Conseils,Creative Commons - Attribution - Share Alike
37776,2012-12-14T10:05:52,gadgets,video-games,Companion Cube Gift box ,chefmaki,Creative Commons - Attribution - Share Alike
37926,2012-12-15T18:20:17,household,decor,Blossoming Lamp ,emmett,Creative Commons - Attribution - Share Alike
37978,2012-12-15T22:16:02,household,decor,LED House ,spooner2011,Creative Commons - Attribution - Share Alike
38001,2012-12-16T03:41:54,toys-and-games,games,Playing Card Box ,SometimesCake,Creative Commons - Attribution - Share Alike
38052,2012-12-16T17:10:26,toys-and-games,games,Projekt MUSE Z-System ,seravi,Creative Commons - Attribution - Share Alike
38053,2012-12-16T15:10:08,3d-printing,,Balloon Powered Jet Car with Snap in Wheels ,bepppppo,Creative Commons - Attribution - Share Alike
38145,2012-12-17T05:03:33,art,math-art, Ornaments for Children&#039;s Party     ,pmoews,Creative Commons - Attribution
38159,2012-12-17T07:39:59,hobby,robotics,Mini Quadruped - optimized for 9G servos ,TheCase,Creative Commons - Attribution
38220,2012-12-17T19:03:37,hobby,music,Accustic Guitar Pick Up/Holder; Now on Customizer ,thecharacterg,GNU - GPL
38224,2012-12-17T22:51:43,household,pets,Cat drinking pond ,JohK,Creative Commons - Attribution - Share Alike
38262,2012-12-17T22:12:41,hobby,music,Solar Powered Stereo ,OpenSourceClassroom,Creative Commons - Attribution - Share Alike
38351,2012-12-18T19:14:00,models,vehicles,Customizable blimp for embossing or dualstrusion ,gpvillamil,Creative Commons - Attribution
38360,2012-12-18T20:13:32,toys-and-games,games,Breach Preview Part 2 ,dutchmogul,Attribution - Non-Commercial - Share Alike
38444,2012-12-19T08:43:54,household,decor,Kongotronic 3000 TIME DEFENDER Robot Clock ,kongorilla,Attribution - Non-Commercial - Share Alike
38532,2012-12-19T21:02:45,household,decor,Buzzsaw Vases ,BenitoSanduchi,Attribution - Non-Commercial - Share Alike
38609,2012-12-20T15:13:30,toys-and-games,,Model train sleepers (1:32; OpenRailway) ,barspin,Creative Commons - Attribution
38660,2012-12-24T08:35:49,toys-and-games,playsets,Plastic Sushi Playset  ,MakerBlock,Creative Commons - Attribution - Non-Commercial
38679,2012-12-20T21:29:02,models,buildings-and-structures,Modular truss system ,adamrw91,Creative Commons - Attribution - Share Alike
38718,2012-12-21T02:02:34,toys-and-games,mechanical-toys,Imperial Windup Walker ,petropixel,Creative Commons - Attribution - Share Alike
38725,2012-12-21T02:54:30,gadgets,mobile-phone,Play Music iphone Christmas Ornament ,Claydiz,Creative Commons - Attribution - Share Alike
38780,2012-12-21T18:26:28,toys-and-games,puzzles,Double Sided Maze ,totaldorkist,Creative Commons - Attribution - Share Alike
38787,2012-12-21T19:26:01,tools,parts,Uniform and scalable reduction gear (1:256) ,mattheus,Creative Commons - Attribution - Share Alike
38854,2012-12-22T03:52:35,household,kitchen-and-dining,Garlic Press ,daveseff,Creative Commons - Attribution - Share Alike
38857,2012-12-22T04:36:43,models,model-robots,Cyberman Action Figure Upgrade ,7777773,Creative Commons - Attribution - Share Alike
38863,2012-12-23T01:57:17,art,sculptures,Mumble the Abominable Snow Monster ,ProtoParadigm,Creative Commons - Attribution
38965,2012-12-23T16:38:59,hobby,electronics,Pi Command Center ,adafruit,Creative Commons - Attribution - Share Alike
38990,2012-12-23T14:48:36,toys-and-games,,Marble-Thingi-Run! ,christinachun,Attribution - Non-Commercial - Share Alike
38995,2012-12-23T15:20:56,toys-and-games,,Advent Calendar Day 25 ,pleppik,Creative Commons - Attribution
39045,2012-12-23T22:57:37,learning,engineering,Parametric Printable Combination Lock ,profezzorn,Creative Commons - Attribution - Share Alike
39075,2012-12-25T20:05:36,fashion,bracelets,Castle Bracelet ,dutchmogul,Creative Commons - Attribution - Share Alike
39085,2012-12-24T10:55:33,art,math-art,USB Christmas star - No Glue + LED holes ,MakeALot,Creative Commons - Attribution
39089,2012-12-24T11:46:24,household,kitchen-and-dining,Tablespoon Measure: Cube ,mortinus,Creative Commons - Attribution - Non-Commercial
39160,2012-12-25T11:25:28,None,None,Chainmail Holiday Wreath ,Pomeroyb,Creative Commons - Attribution - Share Alike
39194,2012-12-25T23:42:20,models,creatures,Rock frog ,cerberus333,Creative Commons - Attribution - Non-Commercial
39247,2012-12-26T21:28:48,art,sculptures,Printable 3D Escher-Style Lizard ,carbonbased,Creative Commons - Attribution
39253,2012-12-27T10:20:20,hobby,robotics,Universal Servo Driven Tank Tracks ,jasonwelsh,Creative Commons - Attribution - Share Alike
39332,2012-12-27T13:00:49,toys-and-games,puzzles,Drunk Chuck Twists : rotated and skewed 6 Piece Burr/Chuck Puzzles ,ThePuzzleGeek,Creative Commons - Attribution - Non-Commercial
39368,2013-01-03T22:58:13,hobby,music,Electro-Acoustic Banjitar ,alan_one,Creative Commons - Attribution - Non-Commercial
39424,2012-12-28T00:38:59,art,math-art, Octahedral Symmetry on a Sphere     ,pmoews,Creative Commons - Attribution
39466,2012-12-28T14:56:08,toys-and-games,playsets,Duplo hexagon railroad crossing ,satoer,Creative Commons - Attribution
39629,2012-12-30T07:17:23,gadgets,camera,Time-lapse motion control rig for GoPro ,DavidNewman,Creative Commons - Attribution - Share Alike
39656,2012-12-30T02:13:41,models,vehicles,Circus Commissary Wagon No. 104 ,ringmaster,Creative Commons - Attribution - Share Alike
39680,2012-12-30T11:47:05,models,buildings-and-structures,Winterfell ,damm301,Creative Commons - Attribution - Share Alike
39701,2012-12-30T18:13:56,models,vehicles,2040 futurist vehicle ,gedup,Attribution - Non-Commercial - Share Alike
39802,2012-12-31T07:25:25,models,vehicles,Firanse R3 ,Prototipadora,Creative Commons - Attribution - Share Alike
39815,2012-12-31T15:44:39,toys-and-games,toy-and-game-accessories,Magna  Structures ,jasonwelsh,Creative Commons - Attribution - Share Alike
39818,2012-12-31T14:54:17,art,math-art,Icosahedral Symmetry on a Sphere        ,pmoews,Creative Commons - Attribution
39822,2012-12-31T15:33:11,tools,hand-tools,cliff-therm ,s_p_e_x,Creative Commons - Attribution - Share Alike
39845,2012-12-31T20:03:29,hobby,robotics,Wifi Camera Tank; Only Bigger ,shmorgan,GNU - GPL
